id,Ticker,Company,Sector,City,State,Date,Weekly_Open,Weekly_Close,Weekly_Percentage,Weekly_Volume,Market_Cap
246,NDAQ,"Nasdaq, Inc.",Financials,New York City,New York,2024-05-17,62,62,0.82,2357500,$36.18 B
247,VRSK,Verisk,Industrials,Jersey City,New Jersey,2024-05-17,251,251,0.25,778900,$35.90 B
248,MLM,Martin Marietta Materials,Materials,Raleigh,North Carolina,2024-05-17,583,580,-0.47,407100,$35.80 B
249,CSGP,CoStar Group,Real Estate,Washington,D.C.,2024-05-17,88,87,-0.71,1461300,$35.73 B
250,MPWR,Monolithic Power Systems,Information Technology,Kirkland,Washington,2024-05-17,735,730,-0.68,258900,$35.53 B
251,FANG,Diamondback Energy,Energy,Midland,Texas,2024-05-17,195,197,1.18,952900,$35.25 B
252,LVS,Las Vegas Sands,Consumer Discretionary,Las Vegas,Nevada,2024-05-17,46,47,0.92,5968000,$35.04 B
253,IT,Gartner,Information Technology,Stamford,Connecticut,2024-05-17,450,450,0.01,345800,$34.95 B
254,FICO,Fair Isaac,Information Technology,Bozeman,Montana,2024-05-17,1415,1411,-0.32,246600,$34.88 B
255,XYL,Xylem Inc.,Industrials,White Plains,New York,2024-05-17,143,143,0.08,2266400,$34.75 B
256,VMC,Vulcan Materials Company,Materials,Birmingham,Alabama,2024-05-17,261,259,-1.1,498300,$34.27 B
257,CTSH,Cognizant,Information Technology,Teaneck,New Jersey,2024-05-17,69,68,-1.74,4384000,$34.19 B
258,EA,Electronic Arts,Communication Services,Redwood City,California,2024-05-17,128,127,-0.3,3205600,$34.15 B
259,DAL,Delta Air Lines,Industrials,Atlanta,Georgia,2024-05-17,52,52,0.32,4448800,$34.01 B
260,HWM,Howmet Aerospace,Industrials,Pittsburgh,Pennsylvania,2024-05-17,83,82,-0.1,1332700,$33.85 B
261,BKR,Baker Hughes,Energy,Houston,Texas,2024-05-17,33,33,1.21,5954600,$33.61 B
262,ED,Consolidated Edison,Utilities,New York City,New York,2024-05-17,97,97,0.06,1570700,$33.58 B
263,BIIB,Biogen,Health Care,Cambridge,Massachusetts,2024-05-17,229,230,0.5,985100,$33.57 B
264,HAL,Halliburton,Energy,Houston,Texas,2024-05-17,37,37,0.5,3638600,$33.55 B
265,EXR,Extra Space Storage,Real Estate,Salt Lake City,Utah,2024-05-17,152,151,-0.34,566900,$33.49 B
266,DD,DuPont,Materials,Wilmington,Delaware,2024-05-17,79,79,0.48,2772900,$33.41 B
267,LYB,LyondellBasell,Materials,Rotterdam,Netherlands,2024-05-17,100,100,0.29,1280400,$32.86 B
268,GRMN,Garmin,Consumer Discretionary,Schaffhausen,Switzerland,2024-05-17,170,170,0.21,525800,$32.83 B
269,VST,Vistra,Utilities,Irving,Texas,2024-05-17,94,94,0.04,6062900,$32.69 B
270,MTD,Mettler Toledo,Health Care,Columbus,Ohio,2024-05-17,1535,1522,-0.85,142200,$32.52 B
271,RMD,ResMed,Health Care,San Diego,California,2024-05-17,219,218,-0.57,450600,$32.11 B
272,VICI,Vici Properties,Real Estate,New York City,New York,2024-05-17,30,30,-0.23,7098700,$31.69 B
273,PPG,PPG Industries,Materials,Pittsburgh,Pennsylvania,2024-05-17,135,134,-0.65,1336900,$31.53 B
274,ON,ON Semiconductor,Information Technology,Phoenix,Arizona,2024-05-17,73,73,-0.35,3843400,$31.48 B
275,DFS,Discover Financial,Financials,Riverwoods,Illinois,2024-05-17,125,125,0.02,1084100,$31.43 B
276,DVN,Devon Energy,Energy,Oklahoma City,Oklahoma,2024-05-17,49,49,0.4,4688300,$31.36 B
277,DG,Dollar General,Consumer Staples,Goodlettsville,Tennessee,2024-05-17,145,142,-2.23,2728500,$31.22 B
278,XEL,Xcel Energy,Utilities,Minneapolis,Minnesota,2024-05-17,55,55,-0.23,4092800,$30.85 B
279,TSCO,Tractor Supply,Consumer Discretionary,Brentwood,Tennessee,2024-05-17,276,285,3.16,2180900,$30.80 B
280,ROK,Rockwell Automation,Industrials,Milwaukee,Wisconsin,2024-05-17,273,269,-1.5,516500,$30.75 B
281,EFX,Equifax,Industrials,Atlanta,Georgia,2024-05-17,250,248,-0.66,586500,$30.75 B
282,HPQ,HP Inc.,Information Technology,Palo Alto,California,2024-05-17,31,31,-0.13,4617900,$30.52 B
283,HIG,Hartford (The),Financials,Hartford,Connecticut,2024-05-17,102,103,0.37,3411800,$30.51 B
284,ADM,Archer-Daniels-Midland,Consumer Staples,Chicago,Illinois,2024-05-17,61,61,-0.24,2842400,$30.47 B
285,GLW,Corning Inc.,Information Technology,Corning,New York,2024-05-17,35,35,0.0,3780800,$30.28 B
286,CDW,CDW,Information Technology,Lincolnshire,Illinois,2024-05-17,224,223,-0.2,1286600,$30.06 B
287,WAB,Wabtec,Industrials,Pittsburgh,Pennsylvania,2024-05-17,166,168,0.88,1322100,$29.69 B
288,EIX,Edison International,Utilities,Rosemead,California,2024-05-17,76,76,0.18,1294300,$29.36 B
289,ANSS,Ansys,Information Technology,Canonsburg,Pennsylvania,2024-05-17,328,327,-0.09,400700,$28.61 B
290,AVB,AvalonBay Communities,Real Estate,Arlington,Virginia,2024-05-17,198,198,-0.04,442600,$28.28 B
291,CBRE,CBRE Group,Real Estate,Dallas,Texas,2024-05-17,91,91,-0.65,1469800,$28.00 B
292,GPN,Global Payments,Financials,Atlanta,Georgia,2024-05-17,109,109,-0.6,1614600,$27.86 B
293,KEYS,Keysight,Information Technology,Santa Rosa,California,2024-05-17,157,157,-0.03,937000,$27.46 B
294,FTV,Fortive,Industrials,Everett,Washington,2024-05-17,77,77,-0.66,1042300,$27.16 B
295,WEC,WEC Energy Group,Utilities,Milwaukee,Wisconsin,2024-05-17,85,85,-0.12,1593500,$27.00 B
296,FITB,Fifth Third Bank,Financials,Cincinnati,Ohio,2024-05-17,38,38,-0.54,2762600,$26.38 B
297,WTW,Willis Towers Watson,Financials,London,United Kingdom,2024-05-17,257,257,-0.04,293000,$26.32 B
298,RJF,Raymond James,Financials,St. Petersburg,Florida,2024-05-17,126,126,0.13,745400,$26.20 B
299,TRGP,Targa Resources,Energy,Houston,Texas,2024-05-17,116,117,0.79,1081600,$26.09 B
300,EBAY,eBay,Consumer Discretionary,San Jose,California,2024-05-17,52,51,-2.2,4605400,$26.08 B
301,TROW,T. Rowe Price,Financials,Baltimore,Maryland,2024-05-17,116,116,0.51,1093100,$26.07 B
302,AWK,American Water Works,Utilities,Camden,New Jersey,2024-05-17,134,133,-0.28,924200,$26.06 B
303,WST,West Pharmaceutical Services,Health Care,Exton,Pennsylvania,2024-05-17,354,355,0.19,434700,$26.03 B
304,CHD,Church & Dwight,Consumer Staples,Ewing,New Jersey,2024-05-17,106,106,-0.38,829700,$26.01 B
305,MTB,M&T Bank,Financials,Buffalo,New York,2024-05-17,154,153,-0.5,764100,$25.66 B
306,BRO,Brown & Brown,Financials,Daytona Beach,Florida,2024-05-17,89,89,-0.02,1080000,$25.62 B
307,DLTR,Dollar Tree,Consumer Staples,Chesapeake,Virginia,2024-05-17,120,117,-2.89,2359600,$25.60 B
308,IFF,International Flavors & Fragrances,Materials,New York City,New York,2024-05-17,98,99,1.55,1842500,$25.46 B
309,EQR,Equity Residential,Real Estate,Chicago,Illinois,2024-05-17,67,67,-0.33,1606200,$25.44 B
310,DOV,Dover Corporation,Industrials,Downers Grove,Illinois,2024-05-17,185,184,-0.49,1688700,$25.30 B
311,TTWO,Take-Two Interactive,Communication Services,New York City,New York,2024-05-17,151,147,-2.51,5609700,$25.25 B
312,PHM,PulteGroup,Consumer Discretionary,Atlanta,Georgia,2024-05-17,119,119,0.0,1319800,$25.05 B
313,ZBH,Zimmer Biomet,Health Care,Warsaw,Indiana,2024-05-17,121,120,-0.92,1181200,$24.72 B
314,VLTO,Veralto,Industrials,Waltham,Massachusetts,2024-05-17,98,98,0.31,1319400,$24.34 B
315,ETR,Entergy,Utilities,New Orleans,Louisiana,2024-05-17,113,113,-0.36,2397300,$24.14 B
316,CAH,Cardinal Health,Health Care,Dublin,Ohio,2024-05-17,99,99,-0.19,1308000,$24.13 B
317,DTE,DTE Energy,Utilities,Detroit,Michigan,2024-05-17,116,116,-0.29,791500,$24.13 B
318,BR,Broadridge Financial Solutions,Industrials,Lake Success,New York,2024-05-17,204,203,-0.62,544900,$24.05 B
319,NVR,"NVR, Inc.",Consumer Discretionary,Reston,Virginia,2024-05-17,7757,7669,-1.14,14400,$24.02 B
320,IRM,Iron Mountain,Real Estate,Boston,Massachusetts,2024-05-17,82,81,-0.84,1735900,$23.98 B
321,WDC,Western Digital,Information Technology,San Jose,California,2024-05-17,73,72,-1.85,6194500,$23.54 B
322,STT,State Street Corporation,Financials,Boston,Massachusetts,2024-05-17,77,78,0.04,1815000,$23.50 B
323,HPE,Hewlett Packard Enterprise,Information Technology,Houston,Texas,2024-05-17,18,17,-0.83,9132300,$23.21 B
324,BF-B,Brown–Forman,Consumer Staples,Louisville,Kentucky,2024-05-17,48,48,-0.59,1194300,$23.05 B
325,FE,FirstEnergy,Utilities,Akron,Ohio,2024-05-17,40,40,-0.2,2516400,$23.04 B
326,STE,Steris,Health Care,Dublin,Ireland,2024-05-17,231,232,0.61,559400,$22.99 B
327,DECK,Deckers Brands,Consumer Discretionary,Goleta,California,2024-05-17,889,888,-0.15,319600,$22.81 B
328,NTAP,NetApp,Information Technology,San Jose,California,2024-05-17,110,110,-0.08,2257700,$22.80 B
329,WY,Weyerhaeuser,Real Estate,Seattle,Washington,2024-05-17,31,31,0.0,4469400,$22.72 B
330,LYV,Live Nation Entertainment,Communication Services,Beverly Hills,California,2024-05-17,96,96,-0.06,1542700,$22.36 B
331,ROL,"Rollins, Inc.",Industrials,Atlanta,Georgia,2024-05-17,46,46,-1.79,1110200,$22.35 B
332,APTV,Aptiv,Consumer Discretionary,Dublin,Ireland,2024-05-17,82,82,-0.41,1805400,$22.34 B
333,PTC,PTC,Information Technology,Boston,Massachusetts,2024-05-17,185,184,-0.42,1222400,$22.06 B
334,PPL,PPL Corporation,Utilities,Allentown,Pennsylvania,2024-05-17,29,29,-0.2,4971500,$21.83 B
335,AXON,Axon Enterprise,Industrials,Scottsdale,Arizona,2024-05-17,292,288,-1.25,509800,$21.79 B
336,BALL,Ball Corporation,Materials,Broomfield,Colorado,2024-05-17,70,70,-0.3,1111400,$21.76 B
337,ARE,Alexandria Real Estate Equities,Real Estate,Pasadena,California,2024-05-17,124,124,-0.34,486600,$21.72 B
338,INVH,Invitation Homes,Real Estate,Dallas,Texas,2024-05-17,35,35,0.28,3208900,$21.71 B
339,ES,Eversource,Utilities,Hartford,Connecticut,2024-05-17,61,60,-0.47,1921700,$21.47 B
340,TSN,Tyson Foods,Consumer Staples,Springdale,Arkansas,2024-05-17,60,60,-1.13,2253100,$21.45 B
341,SBAC,SBA Communications,Real Estate,Boca Raton,Florida,2024-05-17,202,199,-1.66,847700,$21.42 B
342,GPC,Genuine Parts Company,Consumer Discretionary,Atlanta,Georgia,2024-05-17,154,152,-1.26,581800,$21.30 B
343,FSLR,First Solar,Information Technology,Tempe,Arizona,2024-05-17,194,197,1.81,1707600,$21.15 B
344,WAT,Waters Corporation,Health Care,Milford,Massachusetts,2024-05-17,360,355,-1.27,387800,$21.11 B
345,HUBB,Hubbell Incorporated,Industrials,Shelton,Connecticut,2024-05-17,393,392,-0.3,373623,$21.08 B
346,K,Kellanova,Consumer Staples,Chicago,Illinois,2024-05-17,62,61,-1.11,2249300,$21.05 B
347,STLD,Steel Dynamics,Materials,Fort Wayne,Indiana,2024-05-17,135,133,-1.09,831900,$21.04 B
348,CTRA,Coterra,Energy,Houston,Texas,2024-05-17,28,28,0.28,4380800,$20.98 B
349,TYL,Tyler Technologies,Information Technology,Plano,Texas,2024-05-17,489,489,-0.16,110500,$20.77 B
350,TER,Teradyne,Information Technology,North Reading,Massachusetts,2024-05-17,132,131,-0.51,1968100,$20.59 B
351,HBAN,Huntington Bancshares,Financials,Columbus,"Ohio; Detroit, Michigan",2024-05-17,14,14,-0.07,10345900,$20.59 B
352,ALGN,Align Technology,Health Care,Tempe,Arizona,2024-05-17,274,271,-0.91,589600,$20.44 B
353,BLDR,Builders FirstSource,Industrials,Irving,Texas,2024-05-17,166,167,0.55,2026400,$20.39 B
354,MOH,Molina Healthcare,Health Care,Long Beach,California,2024-05-17,346,347,0.18,306100,$20.36 B
355,WRB,W. R. Berkley Corporation,Financials,Greenwich,Connecticut,2024-05-17,78,79,0.62,795600,$20.28 B
356,LDOS,Leidos,Industrials,Reston,Virginia,2024-05-17,147,148,0.51,660400,$20.10 B
357,STX,Seagate Technology,Information Technology,Dublin,Ireland,2024-05-17,98,95,-3.28,2653400,$20.01 B
358,PFG,Principal Financial Group,Financials,Des Moines,Iowa,2024-05-17,84,85,0.56,601100,$19.95 B
359,AEE,Ameren,Utilities,St. Louis,Missouri,2024-05-17,74,74,-0.24,1826300,$19.93 B
360,HRL,Hormel Foods,Consumer Staples,Austin,Minnesota,2024-05-17,36,36,0.61,2887600,$19.89 B
361,MKC,McCormick & Company,Consumer Staples,Hunt Valley,Maryland,2024-05-17,74,74,-0.91,1279500,$19.87 B
362,VTR,Ventas,Real Estate,Chicago,Illinois,2024-05-17,48,48,0.06,1367000,$19.80 B
363,WBD,Warner Bros. Discovery,Communication Services,New York City,New York,2024-05-17,8,8,-2.07,21124900,$19.75 B
364,CCL,Carnival,Consumer Discretionary,Miami,Florida,2024-05-17,14,15,0.07,22762300,$19.65 B
365,CPAY,Corpay,Financials,Atlanta,Georgia,2024-05-17,280,279,-0.37,477200,$19.64 B
366,COO,CooperCompanies,Health Care,San Ramon,California,2024-05-17,98,97,-0.77,547000,$19.34 B
367,CBOE,Cboe Global Markets,Financials,Chicago,Illinois,2024-05-17,183,183,0.21,553500,$19.30 B
368,ULTA,Ulta Beauty,Consumer Discretionary,Bolingbrook,Illinois,2024-05-17,402,399,-0.7,528500,$19.29 B
369,TDY,Teledyne Technologies,Information Technology,Thousand Oaks,California,2024-05-17,403,406,0.71,246900,$19.27 B
370,CNP,CenterPoint Energy,Utilities,Houston,Texas,2024-05-17,29,30,0.33,4755100,$19.24 B
371,CMS,CMS Energy,Utilities,Jackson,Michigan,2024-05-17,63,63,-0.02,1639900,$18.89 B
372,OMC,Omnicom Group,Communication Services,New York City,New York,2024-05-17,96,96,-0.89,1042700,$18.83 B
373,CINF,Cincinnati Financial,Financials,Fairfield,Ohio,2024-05-17,119,120,0.72,463500,$18.81 B
374,RF,Regions Financial Corporation,Financials,Birmingham,Alabama,2024-05-17,20,20,-0.44,3248400,$18.48 B
375,DRI,Darden Restaurants,Consumer Discretionary,Orlando,Florida,2024-05-17,153,154,0.61,1191400,$18.38 B
376,AVY,Avery Dennison,Materials,Mentor,Ohio,2024-05-17,225,226,0.52,1064100,$18.23 B
377,EQT,EQT,Energy,Pittsburgh,Pennsylvania,2024-05-17,40,41,0.49,5199500,$18.18 B
378,UAL,United Airlines Holdings,Industrials,Chicago,Illinois,2024-05-17,55,54,-0.33,7153900,$18.08 B
379,BAX,Baxter International,Health Care,Deerfield,Illinois,2024-05-17,35,35,0.2,3583400,$17.96 B
380,ATO,Atmos Energy,Utilities,Dallas,Texas,2024-05-17,118,118,-0.09,1703600,$17.90 B
381,DPZ,Domino's,Consumer Discretionary,Ann Arbor,Michigan,2024-05-17,514,513,-0.21,343500,$17.89 B
382,LH,LabCorp,Health Care,Burlington,North Carolina,2024-05-17,213,210,-1.37,730900,$17.75 B
383,ESS,Essex Property Trust,Real Estate,San Mateo,California,2024-05-17,265,266,0.13,361800,$17.70 B
384,ILMN,Illumina,Health Care,San Diego,California,2024-05-17,113,111,-2.43,1035700,$17.69 B
385,SYF,Synchrony Financial,Financials,Stamford,Connecticut,2024-05-17,43,43,0.27,2826900,$17.64 B
386,HOLX,Hologic,Health Care,Marlborough,Massachusetts,2024-05-17,75,75,-0.01,1451400,$17.51 B
387,NTRS,Northern Trust,Financials,Chicago,Illinois,2024-05-17,85,85,-0.47,1299000,$17.49 B
388,L,Loews Corporation,Financials,New York City,New York,2024-05-17,77,77,0.17,855200,$17.21 B
389,CE,Celanese,Materials,Irving,Texas,2024-05-17,157,157,-0.01,508200,$17.18 B
390,NRG,NRG Energy,Utilities,Houston,Texas,2024-05-17,82,82,-0.78,2913000,$17.16 B
391,FDS,FactSet,Financials,Norwalk,Connecticut,2024-05-17,447,448,0.27,453300,$17.11 B
392,J,Jacobs Solutions,Industrials,Dallas,Texas,2024-05-17,138,136,-1.14,482200,$17.08 B
393,EG,Everest Re,Financials,Hamilton,Bermuda,2024-05-17,391,392,0.42,261200,$17.08 B
394,JBHT,J.B. Hunt,Industrials,Lowell,Arkansas,2024-05-17,169,164,-2.93,966700,$17.01 B
395,VRSN,Verisign,Information Technology,Dulles,Virginia,2024-05-17,170,170,-0.12,656500,$17.01 B
396,TXT,Textron,Industrials,Providence,Rhode Island,2024-05-17,87,89,1.34,1099100,$17.00 B
397,CFG,Citizens Financial Group,Financials,Providence,Rhode Island,2024-05-17,36,37,0.87,5027700,$16.91 B
398,CLX,Clorox,Consumer Staples,Oakland,California,2024-05-17,137,135,-1.13,1300000,$16.84 B
399,IEX,IDEX Corporation,Industrials,Lake Forest,Illinois,2024-05-17,223,222,-0.33,215800,$16.83 B
400,LUV,Southwest Airlines,Industrials,Dallas,Texas,2024-05-17,28,27,-1.1,6887200,$16.67 B
401,EXPD,Expeditors International,Industrials,Seattle,Washington,2024-05-17,117,117,0.0,865200,$16.65 B
402,MAA,Mid-America Apartment Communities,Real Estate,Memphis,Tennessee,2024-05-17,137,137,0.26,455300,$16.52 B
403,PKG,Packaging Corporation of America,Materials,Lake Forest,Illinois,2024-05-17,183,183,0.07,483500,$16.44 B
404,ZBRA,Zebra Technologies,Information Technology,Lincolnshire,Illinois,2024-05-17,320,317,-0.89,222700,$16.35 B
405,DGX,Quest Diagnostics,Health Care,Secaucus,New Jersey,2024-05-17,143,144,0.94,1422800,$16.04 B
406,BBY,Best Buy,Consumer Discretionary,Richfield,Minnesota,2024-05-17,73,73,0.07,1603800,$15.87 B
407,WBA,Walgreens Boots Alliance,Consumer Staples,Deerfield,Illinois,2024-05-17,18,18,-0.87,7472200,$15.68 B
408,GEN,Gen Digital,Information Technology,Tempe,Arizona,2024-05-17,25,25,-0.48,6616700,$15.67 B
409,ENPH,Enphase,Information Technology,Fremont,California,2024-05-17,116,114,-2.02,2236900,$15.55 B
410,NDSN,Nordson Corporation,Industrials,Westlake,Ohio,2024-05-17,271,271,-0.07,810300,$15.54 B
411,MAS,Masco,Industrials,Livonia,Michigan,2024-05-17,70,70,-0.45,962400,$15.45 B
412,ALB,Albemarle Corporation,Materials,Charlotte,North Carolina,2024-05-17,129,131,1.12,2283000,$15.41 B
413,NWSA,News Corp (Class A),Communication Services,New York City,New York,2024-05-17,26,26,-0.45,1864000,$15.13 B
414,NWS,News Corp (Class B),Communication Services,New York City,New York,2024-05-17,27,27,0.0,321200,$15.13 B
415,AES,AES Corporation,Utilities,Arlington,Virginia,2024-05-17,21,21,0.85,9081400,$15.12 B
416,EXPE,Expedia Group,Consumer Discretionary,Seattle,Washington,2024-05-17,114,114,0.01,2855500,$15.10 B
417,SWKS,Skyworks Solutions,Information Technology,Irvine,California,2024-05-17,94,93,-1.24,1572300,$15.02 B
418,UDR,"UDR, Inc.",Real Estate,Highlands Ranch,Colorado,2024-05-17,39,39,-0.08,2139600,$14.90 B
419,AMCR,Amcor,Materials,Warmley,"Bristol, United Kingdom",2024-05-17,10,10,-1.25,10402300,$14.84 B
420,FOX,Fox Corporation (Class B),Communication Services,New York City,New York,2024-05-17,30,30,0.83,750400,$14.79 B
421,FOXA,Fox Corporation (Class A),Communication Services,New York City,New York,2024-05-17,32,32,0.37,2228500,$14.79 B
422,MRO,Marathon Oil,Energy,Houston,Texas,2024-05-17,26,26,-0.23,5646700,$14.78 B
423,SNA,Snap-on,Industrials,Kenosha,Wisconsin,2024-05-17,276,278,0.93,279200,$14.71 B
424,CAG,Conagra Brands,Consumer Staples,Chicago,Illinois,2024-05-17,31,30,-1.03,8246000,$14.69 B
425,BG,Bunge Global SA,Consumer Staples,Chesterfield,Missouri,2024-05-17,104,103,-0.88,679300,$14.60 B
426,KEY,KeyCorp,Financials,Cleveland,Ohio,2024-05-17,15,15,-0.39,6225400,$14.52 B
427,AKAM,Akamai,Information Technology,Cambridge,Massachusetts,2024-05-17,96,95,-1.45,2379900,$14.50 B
428,IP,International Paper,Materials,Memphis,Tennessee,2024-05-17,40,40,0.35,3675700,$14.12 B
429,POOL,Pool Corporation,Consumer Discretionary,Covington,Louisiana,2024-05-17,369,366,-0.74,220800,$14.06 B
430,DOC,Healthpeak,Real Estate,Denver,Colorado,2024-05-17,20,19,-0.85,3235100,$14.00 B
431,TRMB,Trimble Inc.,Information Technology,Westminster,Colorado,2024-05-17,57,57,-1.07,1180700,$13.94 B
432,PNR,Pentair,Industrials,Worsley,United Kingdom,2024-05-17,83,83,-0.05,802600,$13.94 B
433,CF,CF Industries,Materials,Deerfield,Illinois,2024-05-17,77,76,-1.37,1266500,$13.93 B
434,JBL,Jabil,Information Technology,St. Petersburg,Florida,2024-05-17,115,115,-0.69,1136700,$13.87 B
435,SWK,Stanley Black & Decker,Industrials,New Britain,Connecticut,2024-05-17,90,90,-0.01,931100,$13.87 B
436,CPB,Campbell Soup Company,Consumer Staples,Camden,New Jersey,2024-05-17,46,46,-0.49,1276600,$13.85 B
437,WRK,WestRock,Materials,Atlanta,Georgia,2024-05-17,52,52,0.84,1222500,$13.67 B
438,RVTY,Revvity,Health Care,Waltham,Massachusetts,2024-05-17,108,110,1.33,1087200,$13.60 B
439,LNT,Alliant Energy,Utilities,Madison,Wisconsin,2024-05-17,51,51,0.08,1040100,$13.32 B
440,TECH,Bio-Techne,Health Care,Minneapolis,Minnesota,2024-05-17,82,83,1.0,1380000,$13.21 B
441,HST,Host Hotels & Resorts,Real Estate,Bethesda,Maryland,2024-05-17,18,18,-2.38,5608900,$13.17 B
442,PODD,Insulet,Health Care,Acton,Massachusetts,2024-05-17,185,187,1.02,692000,$13.12 B
443,NI,NiSource,Utilities,Merrillville,Indiana,2024-05-17,29,29,0.34,9362400,$13.10 B
444,VTRS,Viatris,Health Care,Pittsburgh,Pennsylvania,2024-05-17,11,10,-0.36,14009600,$13.06 B
445,KIM,Kimco Realty,Real Estate,New Hyde Park,New York,2024-05-17,19,19,0.47,3593700,$12.96 B
446,MGM,MGM Resorts,Consumer Discretionary,Paradise,Nevada,2024-05-17,41,41,-1.28,2705100,$12.87 B
447,INCY,Incyte,Health Care,Wilmington,Delaware,2024-05-17,56,57,0.48,1618300,$12.84 B
448,BEN,Franklin Templeton,Financials,San Mateo,California,2024-05-17,24,24,0.5,2401500,$12.78 B
449,EVRG,Evergy,Utilities,Kansas City,Missouri,2024-05-17,55,55,0.0,2062200,$12.67 B
450,AOS,A. O. Smith,Industrials,Milwaukee,Wisconsin,2024-05-17,85,85,0.22,634900,$12.57 B
451,LW,Lamb Weston,Consumer Staples,Eagle,Idaho,2024-05-17,87,86,-0.33,1205700,$12.53 B
452,JKHY,Jack Henry & Associates,Financials,Monett,Missouri,2024-05-17,169,168,-0.39,313900,$12.32 B
453,DVA,DaVita Inc.,Health Care,Denver,Colorado,2024-05-17,137,139,1.95,758600,$12.26 B
454,SJM,J.M. Smucker Company (The),Consumer Staples,Orrville,Ohio,2024-05-17,116,115,-0.68,1879600,$12.23 B
455,IPG,Interpublic Group of Companies (The),Communication Services,New York City,New York,2024-05-17,31,31,0.06,2861100,$11.99 B
456,TAP,Molson Coors Beverage Company,Consumer Staples,Chicago,Illinois,2024-05-17,57,56,-1.93,1484700,$11.98 B
457,LKQ,LKQ Corporation,Consumer Discretionary,Chicago,Illinois,2024-05-17,44,44,1.06,5033100,$11.92 B
458,UHS,Universal Health Services,Health Care,King of Prussia,Pennsylvania,2024-05-17,179,177,-0.94,344200,$11.89 B
459,EMN,Eastman Chemical Company,Materials,Kingsport,Tennessee,2024-05-17,100,100,-0.25,512500,$11.80 B
460,APA,APA Corporation,Energy,Houston,Texas,2024-05-17,30,30,1.21,3782100,$11.46 B
461,KMX,CarMax,Consumer Discretionary,Richmond,Virginia,2024-05-17,72,72,0.58,1725700,$11.46 B
462,CRL,Charles River Laboratories,Health Care,Wilmington,Massachusetts,2024-05-17,225,221,-1.63,927600,$11.42 B
463,CPT,Camden Property Trust,Real Estate,Houston,Texas,2024-05-17,107,106,-0.51,833800,$11.35 B
464,REG,Regency Centers,Real Estate,Jacksonville,Florida,2024-05-17,60,60,0.58,1138900,$11.32 B
465,JNPR,Juniper Networks,Information Technology,Sunnyvale,California,2024-05-17,34,34,-0.57,1681300,$11.26 B
466,BBWI,"Bath & Body Works, Inc.",Consumer Discretionary,Columbus,Ohio,2024-05-17,49,50,1.19,1963500,$11.22 B
467,BXP,Boston Properties,Real Estate,Boston,Massachusetts,2024-05-17,63,63,-0.96,887300,$11.14 B
468,EPAM,EPAM Systems,Information Technology,Newtown,Pennsylvania,2024-05-17,187,187,0.02,808700,$10.89 B
469,ALLE,Allegion,Industrials,Dublin,Ireland,2024-05-17,126,124,-1.25,507600,$10.88 B
470,WYNN,Wynn Resorts,Consumer Discretionary,Paradise,Nevada,2024-05-17,96,96,-0.05,1071800,$10.85 B
471,SOLV,Solventum,Health Care,Saint Paul,Minnesota,2024-05-17,61,62,0.94,1707300,$10.77 B
472,RL,Ralph Lauren Corporation,Consumer Discretionary,New York City,New York,2024-05-17,166,167,0.75,823200,$10.73 B
473,PAYC,Paycom,Industrials,Oklahoma City,Oklahoma,2024-05-17,181,182,0.64,420200,$10.59 B
474,TFX,Teleflex,Health Care,Wayne,Pennsylvania,2024-05-17,219,217,-0.84,392900,$10.25 B
475,FFIV,"F5, Inc.",Information Technology,Seattle,Washington,2024-05-17,173,174,0.2,455800,$10.21 B
476,HII,Huntington Ingalls Industries,Industrials,Newport News,Virginia,2024-05-17,256,255,-0.54,272400,$10.08 B
477,CTLT,Catalent,Health Care,Somerset,New Jersey,2024-05-17,55,55,0.13,1079300,$10.02 B
478,DAY,Dayforce,Industrials,Minneapolis,Minnesota,2024-05-17,62,63,0.75,1131700,$10.69 B
479,CHRW,CH Robinson,Industrials,Eden Prairie,Minnesota,2024-05-17,83,84,1.07,1613200,$9.85 B
480,MOS,Mosaic Company (The),Materials,Tampa,Florida,2024-05-17,30,30,-0.94,2375000,$9.84 B
481,TPR,"Tapestry, Inc.",Consumer Discretionary,New York City,New York,2024-05-17,42,42,-0.49,3817800,$9.72 B
482,AAL,American Airlines Group,Industrials,Fort Worth,Texas,2024-05-17,14,14,-0.81,18402000,$9.67 B
483,HSIC,Henry Schein,Health Care,Melville,New York,2024-05-17,74,74,0.11,799300,$9.55 B
484,QRVO,Qorvo,Information Technology,Greensboro,North Carolina,2024-05-17,100,98,-1.71,1096300,$9.50 B
485,AIZ,Assurant,Financials,Atlanta,Georgia,2024-05-17,176,175,-0.53,319200,$9.13 B
486,PNW,Pinnacle West,Utilities,Phoenix,Arizona,2024-05-17,77,78,0.64,590900,$8.91 B
487,GNRC,Generac,Industrials,Waukesha,Wisconsin,2024-05-17,143,144,0.73,691800,$8.78 B
488,FRT,Federal Realty,Real Estate,Rockville,Maryland,2024-05-17,101,102,0.53,624900,$8.55 B
489,BWA,BorgWarner,Consumer Discretionary,Auburn Hills,Michigan,2024-05-17,37,37,-1.49,2256000,$8.45 B
490,PARA,Paramount Global,Communication Services,New York City,New York,2024-05-17,12,12,-4.45,15537700,$8.39 B
491,HAS,Hasbro,Consumer Discretionary,Pawtucket,Rhode Island,2024-05-17,59,60,0.82,1412000,$8.37 B
