Rank,Ticker,Company,Sector,Location,Date,Weekly_Open,Weekly_Close,Weekly_Percentage,Weekly_Volume,Monthly_Volume,Market_Cap
98,REGN,Regeneron,Health Care,"Tarrytown, New York",2023-12-22,852,849,-0.3453623330013215,541879,610869,$92.43 B
99,ABNB,Airbnb,Consumer Discretionary,"San Francisco, California",2023-12-22,147,146,-0.6292503748115694,3773074,5718325,$92.41 B
100,PGR,Progressive Corporation,Financials,"Mayfield Village, Ohio",2023-12-22,155,157,0.7204538987436263,1904152,2721707,$92.17 B
101,ZTS,Zoetis,Health Care,"Parsippany, New Jersey",2023-12-22,197,197,-0.21226680277790733,1246731,1894019,$90.75 B
102,CB,Chubb Limited,Financials,"Zurich, Switzerland",2023-12-22,220,220,0.3223301073998853,1276399,2319590,$90.09 B
103,MU,Micron Technology,Information Technology,"Boise, Idaho",2023-12-22,81,81,0.03269117078693117,11740510,12779195,$89.50 B
104,CI,Cigna,Health Care,"Bloomfield, Connecticut",2023-12-22,293,294,0.4703848524850269,1095068,3010954,$87.09 B
105,SNPS,Synopsys,Information Technology,"Sunnyvale, California",2023-12-22,559,559,0.03694581415164347,550551,927057,$85.19 B
106,BSX,Boston Scientific,Health Care,"Marlborough, Massachusetts",2023-12-22,55,55,0.11993100604472584,4874254,5793308,$81.54 B
107,FI,Fiserv,Financials,"Brookfield, Wisconsin",2023-12-22,133,134,0.530984081927135,3129152,3306737,$80.77 B
108,SHW,Sherwin-Williams,Materials,"Cleveland, Ohio",2023-12-22,308,307,-0.25622452448874117,1134128,1772452,$78.57 B
109,KLAC,KLA Corporation,Information Technology,"Milpitas, California",2023-12-22,581,577,-0.6487247863085023,688483,879649,$78.43 B
110,ITW,Illinois Tool Works,Industrials,"Glenview, Illinois",2023-12-22,258,258,0.07281710148603787,588001,981155,$78.28 B
111,SO,Southern Company,Utilities,"Atlanta, Georgia",2023-12-22,71,71,0.02816257901611345,3333707,4700361,$76.85 B
112,SLB,Schlumberger,Energy,"Houston, Texas",2023-12-22,52,52,0.4385443471995997,6421789,10681581,$76.59 B
113,CME,CME Group,Financials,"Chicago, Illinois",2023-12-22,211,212,0.5244048921543868,1352794,2146026,$76.42 B
114,EQIX,Equinix,Real Estate,"Redwood City, California",2023-12-22,810,805,-0.545819547111066,345663,492264,$75.36 B
115,CDNS,Cadence Design Systems,Information Technology,"San Jose, California",2023-12-22,273,274,0.2047049032866943,1022646,1644439,$74.69 B
116,DUK,Duke Energy,Utilities,"Charlotte, North Carolina",2023-12-22,97,96,-0.26428840792643166,2655242,4017400,$74.49 B
117,ANET,Arista Networks,Information Technology,"Santa Clara, California",2023-12-22,237,237,0.04498440507732009,1511385,1800844,$73.40 B
118,MO,Altria,Consumer Staples,"Richmond, Virginia",2023-12-22,41,41,-0.127187928516245,9156367,10464037,$72.40 B
119,EOG,EOG Resources,Energy,"Houston, Texas",2023-12-22,122,122,0.08572428079003566,2551862,3972185,$72.11 B
120,HCA,HCA Healthcare,Health Care,"Nashville, Tennessee",2023-12-22,269,268,-0.49222837234576217,889488,1403099,$71.83 B
121,WM,Waste Management,Industrials,"Houston, Texas",2023-12-22,176,177,0.24708543117217002,1141213,1689739,$71.36 B
122,MCO,Moody's Corporation,Financials,"New York City, New York",2023-12-22,390,389,-0.11527542430518141,545180,868642,$71.10 B
123,ICE,Intercontinental Exchange,Financials,"Atlanta, Georgia",2023-12-22,123,123,0.15661973486123784,1497491,3171555,$70.77 B
124,BDX,Becton Dickinson,Health Care,"Franklin Lakes, New Jersey",2023-12-22,238,239,0.4579831165585256,1273138,1800784,$70.06 B
125,NOC,Northrop Grumman,Industrials,"West Falls Church, Virginia",2023-12-22,463,463,0.13705049653471296,494792,701683,$69.72 B
126,GD,General Dynamics,Industrials,"Falls Church, Virginia",2023-12-22,252,253,0.24126706469596182,554026,1059499,$69.19 B
127,CSX,CSX,Industrials,"Jacksonville, Florida",2023-12-22,34,34,0.7733482101574412,7696387,13412271,$68.56 B
128,PYPL,PayPal,Financials,"San Jose, California",2023-12-22,62,62,0.929307876909289,13509036,17835438,$68.37 B
129,USB,U.S. Bank,Financials,"Minneapolis, Minnesota",2023-12-22,44,43,-1.0325923712643572,7610406,11981937,$67.77 B
130,LULU,Lululemon Athletica,Consumer Discretionary,"Vancouver, Canada",2023-12-22,499,506,1.4157927620762922,945578,2359397,$64.49 B
131,MAR,Marriott International,Consumer Discretionary,"Bethesda, Maryland",2023-12-22,221,221,-0.362886332820726,1176855,1605091,$64.45 B
132,CMG,Chipotle Mexican Grill,Consumer Discretionary,"Newport Beach, California",2023-12-22,2304,2322,0.79125869466877,141498,177687,$64.27 B
133,CL,Colgate-Palmolive,Consumer Staples,"New York City, New York",2023-12-22,77,78,0.3279318388423894,3072282,4455765,$64.15 B
134,TGT,Target Corporation,Consumer Staples,"Minneapolis, Minnesota",2023-12-22,138,138,-0.03848372861340648,2341454,3837995,$63.83 B
135,FDX,FedEx,Industrials,"Memphis, Tennessee",2023-12-22,270,270,0.23309728084851628,6823109,2869032,$63.10 B
136,PNC,PNC Financial Services,Financials,"Pittsburgh, Pennsylvania",2023-12-22,152,153,0.6505721962649387,1939443,2599102,$61.74 B
137,APD,Air Products and Chemicals,Materials,"Allentown, Pennsylvania",2023-12-22,272,271,-0.3604565185947066,986133,1469111,$60.41 B
138,FCX,Freeport-McMoRan,Materials,"Phoenix, Arizona",2023-12-22,41,41,0.2033987957946678,10727879,14942372,$60.33 B
139,PSX,Phillips 66,Energy,"Houston, Texas",2023-12-22,132,133,1.0979089249469831,2303211,3869978,$59.98 B
140,MCK,McKesson,Health Care,"Irving, Texas",2023-12-22,447,448,0.1863279967299758,602907,1046570,$59.70 B
141,AON,Aon,Financials,"London, UK",2023-12-22,305,307,0.6799556297800771,1167111,1230154,$59.38 B
142,MPC,Marathon Petroleum,Energy,"Findlay, Ohio",2023-12-22,152,153,0.9297170072531404,2328568,3708771,$59.16 B
143,NXPI,NXP Semiconductors,Information Technology,"Eindhoven, Netherlands",2023-12-22,230,229,-0.6111209296457629,1526112,2234542,$59.05 B
144,PH,Parker Hannifin,Industrials,"Cleveland, Ohio",2023-12-22,456,457,0.17396893820136733,399504,622952,$59.04 B
145,APH,Amphenol,Information Technology,"Wallingford, Connecticut",2023-12-22,98,98,-0.20276641414285612,1776637,3379079,$58.77 B
146,MMM,3M,Industrials,"Saint Paul, Minnesota",2023-12-22,106,106,-0.328979237610832,2163750,4125231,$58.55 B
147,CHTR,Charter Communications,Communication Services,"Stamford, Connecticut",2023-12-22,384,387,0.7322450137218214,646663,1247482,$57.83 B
148,ROP,Roper Technologies,Information Technology,"Sarasota, Florida",2023-12-22,542,541,-0.18205091661975079,468968,1067873,$57.82 B
149,MNST,Monster Beverage,Consumer Staples,"Corona, California",2023-12-22,55,55,-0.13242714698648678,3177151,5141247,$57.29 B
150,CTAS,Cintas,Industrials,"Mason, Ohio",2023-12-22,562,560,-0.2549310110048911,284270,415923,$57.22 B
151,ORLY,O'Reilly Auto Parts,Consumer Discretionary,"Springfield, Missouri",2023-12-22,959,963,0.4057628940942424,261525,414872,$57.21 B
152,HUM,Humana,Health Care,"Louisville, Kentucky",2023-12-22,460,460,0.03257526526638316,1280226,1671879,$56.38 B
153,ECL,Ecolab,Materials,"Saint Paul, Minnesota",2023-12-22,196,196,0.09156256760791677,699872,1220717,$56.15 B
154,TT,Trane Technologies,Industrials,"Dublin, Ireland",2023-12-22,240,241,0.34517730291229504,670584,1236397,$55.03 B
155,EMR,Emerson Electric,Industrials,"Ferguson, Missouri",2023-12-22,95,95,0.14954197232335764,1437764,3090679,$54.96 B
156,TDG,TransDigm Group,Industrials,"Cleveland, Ohio",2023-12-22,991,993,0.20398174934465244,102746,190419,$54.96 B
157,SPG,Simon Property Group,Real Estate,"Indianapolis, Indiana",2023-12-22,144,145,0.21872699197319473,1013708,1799000,$54.95 B
158,PXD,Pioneer Natural Resources,Energy,"Irving, Texas",2023-12-22,230,230,-0.0065072754758938485,1479904,2529094,$53.96 B
159,OXY,Occidental Petroleum,Energy,"Houston, Texas",2023-12-22,59,60,0.3987307515683454,8339424,12799906,$53.30 B
160,NSC,Norfolk Southern Railway,Industrials,"Atlanta, Georgia",2023-12-22,232,233,0.3527144203356849,658887,1189531,$52.94 B
161,EL,Estée Lauder Companies (The),Consumer Staples,"New York City, New York",2023-12-22,145,146,0.4438247669230534,2384890,3181675,$52.75 B
162,PSA,Public Storage,Real Estate,"Glendale, California",2023-12-22,291,293,0.6530501917291579,550819,1095636,$52.52 B
163,MSI,Motorola Solutions,Information Technology,"Chicago, Illinois",2023-12-22,313,313,0.14576106932275842,694163,810778,$52.03 B
164,RSG,Republic Services,Industrials,"Phoenix, Arizona",2023-12-22,162,163,0.07143408052375584,1061810,1261170,$51.24 B
165,ADSK,Autodesk,Information Technology,"San Francisco, California",2023-12-22,239,238,-0.16996892884731973,1230045,1721000,$51.19 B
166,PCAR,Paccar,Industrials,"Bellevue, Washington",2023-12-22,96,96,0.4140821505930259,1527313,2653940,$50.87 B
167,DHI,DR Horton,Consumer Discretionary,"Arlington, Texas",2023-12-22,149,150,0.19576014475790074,2533447,3464062,$50.47 B
168,CCI,Crown Castle,Real Estate,"Houston, Texas",2023-12-22,113,114,0.4520373807196008,3679556,4687124,$50.21 B
169,WELL,Welltower,Real Estate,"Toledo, Ohio",2023-12-22,90,90,-0.8705054371075546,2019030,3091167,$49.89 B
170,COF,Capital One,Financials,"Tysons Corner, Virginia",2023-12-22,130,130,0.28364822660101485,1998645,3416649,$49.88 B
171,GM,General Motors,Consumer Discretionary,"Detroit, Michigan",2023-12-22,35,35,0.5488715774390341,12087563,23553232,$49.70 B
172,MET,MetLife,Financials,"New York City, New York",2023-12-22,66,66,0.0126257855439768,3782186,4112089,$49.23 B
173,MCHP,Microchip Technology,Information Technology,"Chandler, Arizona",2023-12-22,91,91,-0.4003342750518899,3215874,4899380,$49.17 B
174,TFC,Truist,Financials,"Charlotte, North Carolina",2023-12-22,36,36,0.17117383573114214,7112034,10775229,$48.89 B
175,F,Ford Motor Company,Consumer Discretionary,"Dearborn, Michigan",2023-12-22,11,12,0.3478986889459941,31569703,52338632,$48.42 B
176,AJG,Arthur J. Gallagher & Co.,Financials,"Rolling Meadows, Illinois",2023-12-22,225,225,0.09732496052954762,1159457,1204850,$48.26 B
177,NEM,Newmont,Materials,"Denver, Colorado",2023-12-22,41,41,0.22129357436702718,10871782,14533241,$48.07 B
178,CARR,Carrier Global,Industrials,"Palm Beach Gardens, Florida",2023-12-22,56,56,0.029253005195572085,2710124,4531768,$47.96 B
179,AFL,Aflac,Financials,"Columbus, Georgia",2023-12-22,81,81,0.5535988445718832,1591682,2490912,$47.83 B
180,AIG,American International Group,Financials,"New York City, New York",2023-12-22,66,67,0.37841174571216923,2501486,3925887,$47.54 B
181,CPRT,Copart,Industrials,"Dallas, Texas",2023-12-22,48,48,-0.48024388284835484,3317869,5146386,$46.88 B
182,PAYX,Paychex,Industrials,"Penfield, New York",2023-12-22,127,128,0.5339066042964958,1754085,2102238,$46.78 B
183,SRE,Sempra Energy,Utilities,"San Diego, California",2023-12-22,75,74,-0.6032917573129026,2136727,3757037,$46.77 B
184,VLO,Valero Energy,Energy,"San Antonio, Texas",2023-12-22,132,133,1.157106907691025,3118496,3750302,$46.20 B
185,HLT,Hilton Worldwide,Consumer Discretionary,"Tysons Corner, Virginia",2023-12-22,178,179,0.43536260872696464,1080610,1776709,$45.94 B
186,ROST,Ross Stores,Consumer Discretionary,"Dublin, California",2023-12-22,135,135,0.17462098464618817,1299133,2248754,$45.92 B
187,AZO,AutoZone,Consumer Discretionary,"Memphis, Tennessee",2023-12-22,2640,2646,0.236960280682179,87385,163711,$45.88 B
188,EW,Edwards Lifesciences,Health Care,"Irvine, California",2023-12-22,75,75,-0.7299466818460147,3839073,5767057,$45.80 B
189,HES,Hess Corporation,Energy,"New York City, New York",2023-12-22,146,147,0.28857830967053283,2160488,4499845,$45.60 B
190,KDP,Keurig Dr Pepper,Consumer Staples,"Burlington, Massachusetts",2023-12-22,32,32,0.6666021947598607,4734861,7458166,$45.43 B
191,IDXX,Idexx Laboratories,Health Care,"Westbrook, Maine",2023-12-22,545,544,-0.1738966054325443,313146,620168,$45.38 B
192,ODFL,Old Dominion,Industrials,"Thomasville, North Carolina",2023-12-22,396,401,1.4814891667773997,444267,880508,$44.93 B
193,FTNT,Fortinet,Information Technology,"Sunnyvale, California",2023-12-22,57,57,0.3087333836122814,6744410,6853023,$44.81 B
194,DXCM,Dexcom,Health Care,"San Diego, California",2023-12-22,122,121,-1.160451313645683,2471895,2965608,$44.68 B
195,PCG,PG&E Corporation,Utilities,"San Francisco, California",2023-12-22,17,17,-0.21858918415509979,18626219,22789298,$44.66 B
196,KHC,Kraft Heinz,Consumer Staples,"Chicago, Illinois; Pittsburgh, Pennsylvania",2023-12-22,36,36,-0.11429616246657502,5431197,8439667,$44.25 B
197,STZ,Constellation Brands,Consumer Staples,"Victor, New York",2023-12-22,238,239,0.32795273056004454,875133,1119439,$43.97 B
198,NUE,Nucor,Materials,"Charlotte, North Carolina",2023-12-22,175,176,0.6940632335351105,1398021,1653734,$43.97 B
199,TEL,TE Connectivity,Information Technology,"Schaffhausen, Switzerland",2023-12-22,141,141,-0.04249018720176542,1008853,1449037,$43.89 B
200,MSCI,MSCI,Financials,"New York City, New York",2023-12-22,536,542,1.268232353110706,341959,387749,$43.84 B
201,AEP,American Electric Power,Utilities,"Columbus, Ohio",2023-12-22,82,81,-0.43026366129551435,2180739,3779093,$42.86 B
202,WMB,Williams Companies,Energy,"Tulsa, Oklahoma",2023-12-22,34,34,0.15274448440296837,4238648,7676928,$42.74 B
203,TRV,Travelers Companies (The),Financials,"New York City, New York",2023-12-22,184,185,0.4501745579883646,1130555,1473367,$42.48 B
204,LEN,Lennar,Consumer Discretionary,"Miami, Florida",2023-12-22,148,148,-0.10203665072726183,1787531,2639639,$42.04 B
205,IQV,IQVIA,Health Care,"Durham, North Carolina",2023-12-22,228,228,0.12641474002692837,827343,1109630,$42.00 B
206,O,Realty Income,Real Estate,"San Diego, California",2023-12-22,57,57,-0.03592124960587967,5563129,8150811,$41.67 B
207,DLR,Digital Realty,Real Estate,"Austin, Texas",2023-12-22,133,133,0.38034907166634135,1527484,2463411,$41.54 B
208,GWW,W. W. Grainger,Industrials,"Lake Forest, Illinois",2023-12-22,827,831,0.5066801466710132,159777,231554,$41.30 B
209,A,Agilent Technologies,Health Care,"Santa Clara, California",2023-12-22,138,139,0.5866942062828032,1230678,1911664,$41.24 B
210,KMB,Kimberly-Clark,Consumer Staples,"Irving, Texas",2023-12-22,120,120,0.21915249802777806,1154007,1974137,$40.55 B
211,COR,Cencora,Health Care,"Conshohocken, Pennsylvania",2023-12-22,201,201,-0.17203620703742353,765824,1405464,$40.51 B
212,OKE,ONEOK,Energy,"Tulsa, Oklahoma",2023-12-22,68,68,0.22768067626230898,3475343,5479476,$40.50 B
213,KVUE,Kenvue,Consumer Staples,"Skillman, New Jersey",2023-12-22,21,21,-1.7608887761488965,25669002,26523547,$40.49 B
214,LHX,L3Harris,Industrials,"Melbourne, Florida",2023-12-22,209,210,0.40283795396560207,1343004,1731147,$39.94 B
215,BK,Bank of New York Mellon,Financials,"New York City, New York",2023-12-22,51,51,0.009681360648407468,3269924,4446763,$39.88 B
216,D,Dominion Energy,Utilities,"Richmond, Virginia",2023-12-22,48,47,-0.9645869724171683,4746523,6236200,$39.82 B
217,KMI,Kinder Morgan,Energy,"Houston, Texas",2023-12-22,17,17,-0.1038133364496055,9791168,15176318,$39.39 B
218,CNC,Centene Corporation,Health Care,"St. Louis, Missouri",2023-12-22,74,74,-0.28181832888036623,2577672,3579290,$39.29 B
219,URI,United Rentals,Industrials,"Stamford, Connecticut",2023-12-22,573,572,-0.11285054767221113,577794,790545,$38.90 B
220,DOW,Dow Inc.,Materials,"Midland, Michigan",2023-12-22,54,54,0.16469490237353193,2837487,4602630,$38.64 B
221,ADM,Archer-Daniels-Midland,Consumer Staples,"Chicago, Illinois",2023-12-22,73,72,-1.2557020583409695,4146320,4052102,$38.56 B
222,AMP,Ameriprise Financial,Financials,"Minneapolis, Minnesota",2023-12-22,377,379,0.43267054273592714,336987,581144,$38.43 B
223,CEG,Constellation Energy,Utilities,"Baltimore, Maryland",2023-12-22,119,119,-0.07043972306722636,1107699,2258369,$37.96 B
224,GIS,General Mills,Consumer Staples,"Golden Valley, Minnesota",2023-12-22,65,66,1.1689622907531914,4849973,4537200,$37.93 B
225,AME,Ametek,Industrials,"Berwyn, Pennsylvania",2023-12-22,163,163,0.17344232100984658,489208,1052335,$37.92 B
226,PRU,Prudential Financial,Financials,"Newark, New Jersey",2023-12-22,103,104,0.37455978224129177,2025589,2306933,$37.81 B
227,CTSH,Cognizant,Information Technology,"Teaneck, New Jersey",2023-12-22,75,75,-0.21585808976631957,3976783,3876827,$37.71 B
228,JCI,Johnson Controls,Industrials,"Cork, Ireland",2023-12-22,53,54,1.4662844986531585,7384147,8640625,$37.64 B
229,HSY,Hershey's,Consumer Staples,"Hershey, Pennsylvania",2023-12-22,182,182,0.08052768744923736,1346873,1470592,$37.23 B
230,FAST,Fastenal,Industrials,"Winona, Minnesota",2023-12-22,64,64,0.23971354255263458,2191115,3680885,$37.22 B
231,EA,Electronic Arts,Communication Services,"Redwood City, California",2023-12-22,138,138,-0.14927778655205956,1444024,2031807,$37.15 B
232,SYY,Sysco,Consumer Staples,"Houston, Texas",2023-12-22,73,73,-0.08188904095689868,1840537,3333980,$37.07 B
233,LVS,Las Vegas Sands,Consumer Discretionary,"Las Vegas, Nevada",2023-12-22,48,48,0.7479630907925454,4146549,5796843,$37.05 B
234,OTIS,Otis Worldwide,Industrials,"Farmington, Connecticut",2023-12-22,89,89,-0.13735855619012943,2101902,2362154,$36.71 B
235,BIIB,Biogen,Health Care,"Cambridge, Massachusetts",2023-12-22,250,251,0.4085009685847907,1033297,1346374,$36.63 B
236,YUM,Yum! Brands,Consumer Discretionary,"Louisville, Kentucky",2023-12-22,130,130,0.0038340037834485134,1313327,1816016,$36.61 B
237,ON,ON Semiconductor,Information Technology,"Phoenix, Arizona",2023-12-22,84,84,0.04747393423537472,3963601,6499774,$36.29 B
238,ALL,Allstate,Financials,"Northbrook, Illinois",2023-12-22,138,137,-0.35393571719414085,1250237,1607196,$35.81 B
239,CSGP,CoStar Group,Real Estate,"Washington, D.C.",2023-12-22,88,87,-0.6886955527050126,1321014,2197998,$35.81 B
240,ROK,Rockwell Automation,Industrials,"Milwaukee, Wisconsin",2023-12-22,308,308,0.17300543091664325,434211,859888,$35.62 B
241,IT,Gartner,Information Technology,"Stamford, Connecticut",2023-12-22,447,450,0.628364418281456,488269,556140,$35.56 B
242,FIS,Fidelity National Information Services,Financials,"Jacksonville, Florida",2023-12-22,59,59,0.12254287428229806,4155087,7444434,$35.43 B
243,EXC,Exelon,Utilities,"Chicago, Illinois",2023-12-22,35,35,-0.0712460934865653,14549479,12569332,$35.18 B
244,PPG,PPG Industries,Materials,"Pittsburgh, Pennsylvania",2023-12-22,149,148,-0.12737822702876203,1561707,1973889,$35.07 B
245,BKR,Baker Hughes,Energy,"Houston, Texas",2023-12-22,34,34,0.043802364592449926,4578913,7409718,$35.04 B
246,GEHC,GE HealthCare,Health Care,"Chicago, Illinois",2023-12-22,75,75,0.6829272352671084,1674577,2418394,$34.74 B
247,CMI,Cummins,Industrials,"Columbus, Indiana",2023-12-22,243,243,0.2919134524041781,475137,832947,$34.70 B
248,VRSK,Verisk,Industrials,"Jersey City, New Jersey",2023-12-22,235,236,0.25539914544822967,793283,1057476,$34.33 B
249,XEL,Xcel Energy,Utilities,"Minneapolis, Minnesota",2023-12-22,62,62,-0.09643734657543522,4671216,4906758,$34.24 B
250,MRNA,Moderna,Health Care,"Cambridge, Massachusetts",2023-12-22,87,88,1.151827955682738,4495025,6117757,$34.16 B
251,EXR,Extra Space Storage,Real Estate,"Salt Lake City, Utah",2023-12-22,153,153,0.3528478686217858,966744,1380622,$33.99 B
252,HAL,Halliburton,Energy,"Houston, Texas",2023-12-22,36,36,0.46822035375238535,4900967,7751182,$33.52 B
253,CTVA,Corteva,Materials,"Indianapolis, Indiana",2023-12-22,47,47,0.059781208236096804,4888572,6033774,$33.31 B
254,GPN,Global Payments,Financials,"Atlanta, Georgia",2023-12-22,128,127,-0.2524204287978522,2295864,2771454,$33.22 B
255,VICI,Vici Properties,Real Estate,"New York City, New York",2023-12-22,31,31,0.47775650604026465,5191757,7500925,$32.70 B
256,KR,Kroger,Consumer Staples,"Cincinnati, Ohio",2023-12-22,44,45,0.7204912711209799,4614269,5701480,$32.36 B
257,NDAQ,"Nasdaq, Inc.",Financials,"New York City, New York",2023-12-22,55,55,0.49917416477514376,1753594,2935773,$32.29 B
258,DD,DuPont,Materials,"Wilmington, Delaware",2023-12-22,73,73,0.13321553506672354,2715394,3613206,$31.85 B
259,RCL,Royal Caribbean Group,Consumer Discretionary,"Miami, Florida",2023-12-22,122,122,0.4384393085621556,1944736,2810202,$31.72 B
260,PWR,Quanta Services,Industrials,"Houston, Texas",2023-12-22,215,216,0.31028488867107185,905135,1131948,$31.57 B
261,LYB,LyondellBasell,Materials,"Rotterdam, Netherlands",2023-12-22,96,96,0.4825240591971374,1178735,1938413,$31.46 B
262,ED,Consolidated Edison,Utilities,"New York City, New York",2023-12-22,90,90,-0.0776451040482652,1460902,1996537,$31.07 B
263,IR,Ingersoll Rand,Industrials,"Davidson, North Carolina",2023-12-22,75,75,0.6539428061723591,1623874,2280024,$31.02 B
264,PEG,Public Service Enterprise Group,Utilities,"Newark, New Jersey",2023-12-22,61,61,-0.010788897210285314,1999965,3151828,$30.66 B
265,MLM,Martin Marietta Materials,Materials,"Raleigh, North Carolina",2023-12-22,491,491,0.10994032426358623,194725,343480,$30.40 B
266,CDW,CDW,Information Technology,"Lincolnshire, Illinois",2023-12-22,224,224,0.23501090818108167,620449,1428774,$30.33 B
267,MPWR,Monolithic Power Systems,Information Technology,"Kirkland, Washington",2023-12-22,635,633,-0.31499692735121027,232986,399544,$30.24 B
268,WBD,Warner Bros. Discovery,Communication Services,"New York City, New York",2023-12-22,12,12,0.25205367825649905,14427436,22628392,$30.14 B
269,HPQ,HP Inc.,Information Technology,"Palo Alto, California",2023-12-22,30,30,-0.4818734303827288,8445441,11152708,$30.05 B
270,EFX,Equifax,Industrials,"Atlanta, Georgia",2023-12-22,249,246,-1.1855429447484906,957052,1131908,$30.01 B
271,VMC,Vulcan Materials Company,Materials,"Birmingham, Alabama",2023-12-22,224,223,-0.24231865361165014,491090,684513,$29.72 B
272,DVN,Devon Energy,Energy,"Oklahoma City, Oklahoma",2023-12-22,45,45,0.1425881192708186,8137113,10420102,$29.48 B
273,DLTR,Dollar Tree,Consumer Staples,"Chesapeake, Virginia",2023-12-22,131,132,0.9807643483014088,1735933,2191049,$29.40 B
274,FICO,Fair Isaac,Information Technology,"Bozeman, Montana",2023-12-22,1145,1160,1.2455768744301827,241154,230152,$29.14 B
275,DG,Dollar General,Consumer Staples,"Goodlettsville, Tennessee",2023-12-22,128,128,0.038818226458370485,2460606,4039019,$28.65 B
276,FANG,Diamondback Energy,Energy,"Midland, Texas",2023-12-22,156,157,0.5648018676219159,1324933,2036153,$28.45 B
277,KEYS,Keysight,Information Technology,"Santa Rosa, California",2023-12-22,158,159,0.18451447724545403,1172606,1951612,$28.01 B
278,BF-B,Brown–Forman,Consumer Staples,"Louisville, Kentucky",2023-12-22,58,58,-0.15389902759141094,1265929,2037843,$27.94 B
279,ACGL,Arch Capital Group,Financials,"Hamilton, Bermuda",2023-12-22,74,74,-0.02678462437221616,1439922,1968838,$27.77 B
280,CBRE,CBRE Group,Real Estate,"Dallas, Texas",2023-12-22,91,90,-0.34691401239848546,1721986,1957317,$27.74 B
281,DFS,Discover Financial,Financials,"Riverwoods, Illinois",2023-12-22,107,108,0.7117493642230089,1267292,2512932,$27.59 B
282,TTWO,Take-Two Interactive,Communication Services,"New York City, New York",2023-12-22,159,159,0.08274246904333092,1256773,3277638,$27.20 B
283,AVB,AvalonBay Communities,Real Estate,"Arlington, Virginia",2023-12-22,189,189,0.23589408162868866,625854,958870,$26.98 B
284,XYL,Xylem Inc.,Industrials,"White Plains, New York",2023-12-22,110,111,0.3763259767890611,996257,1431737,$26.92 B
285,SBAC,SBA Communications,Real Estate,"Boca Raton, Florida",2023-12-22,249,248,-0.3913047560879979,438096,822519,$26.89 B
286,EIX,Edison International,Utilities,"Rosemead, California",2023-12-22,70,69,-0.38532418159215504,1641449,2370905,$26.73 B
287,DAL,Delta Air Lines,Industrials,"Atlanta, Georgia",2023-12-22,41,41,-0.44286611518246854,6632123,9847239,$26.53 B
288,WST,West Pharmaceutical Services,Health Care,"Exton, Pennsylvania",2023-12-22,358,357,-0.39940069769691616,244839,437989,$26.47 B
289,MTD,Mettler Toledo,Health Care,"Columbus, Ohio",2023-12-22,1199,1202,0.24342285601611585,105690,148213,$26.47 B
290,ANSS,Ansys,Information Technology,"Canonsburg, Pennsylvania",2023-12-22,298,298,0.2583143910173756,314546,712660,$26.12 B
291,RMD,ResMed,Health Care,"San Diego, California",2023-12-22,171,173,1.1677436252851527,553710,873943,$26.01 B
292,WEC,WEC Energy Group,Utilities,"Milwaukee, Wisconsin",2023-12-22,82,82,-0.38560374678782294,1808279,2231525,$25.99 B
293,AWK,American Water Works,Utilities,"Camden, New Jersey",2023-12-22,131,132,0.26042294596910104,737654,1016218,$25.91 B
294,GLW,Corning Inc.,Information Technology,"Corning, New York",2023-12-22,30,30,-0.049523476644609904,4186532,4740338,$25.90 B
295,FTV,Fortive,Industrials,"Everett, Washington",2023-12-22,72,72,0.12424271711767192,1024629,2081525,$25.51 B
296,WY,Weyerhaeuser,Real Estate,"Seattle, Washington",2023-12-22,33,34,0.9088259607505202,3077219,4360296,$25.34 B
297,APTV,Aptiv,Consumer Discretionary,"Dublin, Ireland",2023-12-22,88,88,0.2985613257407746,1509370,2897155,$25.26 B
298,ZBH,Zimmer Biomet,Health Care,"Warsaw, Indiana",2023-12-22,119,119,0.30173762538741,1466779,1778411,$25.13 B
299,WTW,Willis Towers Watson,Financials,"London, United Kingdom",2023-12-22,238,238,0.2167806133712753,417157,530512,$24.71 B
300,CAH,Cardinal Health,Health Care,"Dublin, Ohio",2023-12-22,101,100,-0.6245049664163951,1691951,2302673,$24.68 B
301,GRMN,Garmin,Consumer Discretionary,"Schaffhausen, Switzerland",2023-12-22,126,127,0.7024595756124881,464660,877063,$24.46 B
302,HIG,Hartford (The),Financials,"Hartford, Connecticut",2023-12-22,80,80,0.37271773774345257,1218097,1740347,$24.33 B
303,CCL,Carnival,Consumer Discretionary,"Miami, Florida",2023-12-22,18,18,0.10139948017378293,21996973,31722079,$24.27 B
304,TROW,T. Rowe Price,Financials,"Baltimore, Maryland",2023-12-22,107,107,0.4804373698921679,1205607,1887321,$24.18 B
305,STT,State Street Corporation,Financials,"Boston, Massachusetts",2023-12-22,77,77,0.11604601993630007,1298860,2414090,$24.08 B
306,RJF,Raymond James,Financials,"St. Petersburg, Florida",2023-12-22,111,113,1.3863615388519763,755753,1195290,$23.91 B
307,FITB,Fifth Third Bank,Financials,"Cincinnati, Ohio",2023-12-22,35,35,-0.6330926694229406,5868979,7222009,$23.83 B
308,ULTA,Ulta Beauty,Consumer Discretionary,"Bolingbrook, Illinois",2023-12-22,489,488,-0.22145903900926803,401534,957093,$23.62 B
309,EQR,Equity Residential,Real Estate,"Chicago, Illinois",2023-12-22,61,61,-0.08390805910360136,1775542,2478080,$23.36 B
