Rank,Ticker,Company,Sector,Location,Date,Weekly_Open,Weekly_Close,Weekly_Percentage,Weekly_Volume,Monthly_Volume,Market_Cap
51,BX,Blackstone,Financials,"New York City, New York",2023-12-22,129,125,-3.1,4589660,4570863,$152.35 B
52,TXN,Texas Instruments,Information Technology,"Dallas, Texas",2023-12-22,168,167,-0.6,4599419,6865684,$152.05 B
53,MS,Morgan Stanley,Financials,"New York City, New York",2023-12-22,91,90,-1.1,8781712,9581801,$148.97 B
54,IBM,IBM,Information Technology,"Armonk, New York",2023-12-22,162,162,0.0,3253173,5312139,$148.60 B
55,AMGN,Amgen,Health Care,"Thousand Oaks, California",2023-12-22,277,275,-0.72,2123142,2877853,$147.43 B
56,PM,Philip Morris International,Consumer Staples,"New York City, New York",2023-12-22,94,94,0.0,4425525,6514152,$147.29 B
57,UNP,Union Pacific Corporation,Industrials,"Omaha, Nebraska",2023-12-22,243,241,-0.82,2386904,3030067,$146.97 B
58,CAT,Caterpillar Inc.,Industrials,"Irving, Texas",2023-12-22,286,285,-0.35,2687630,3578977,$145.45 B
59,NOW,ServiceNow,Information Technology,"Santa Clara, California",2023-12-22,702,703,0.14,1111148,1296754,$144.30 B
60,SPGI,S&P Global,Financials,"New York City, New York",2023-12-22,435,436,0.23,881598,1482666,$138.25 B
61,UPS,United Parcel Service,Industrials,"Sandy Springs, Georgia",2023-12-22,163,161,-1.23,3802342,4001078,$137.65 B
62,COP,ConocoPhillips,Energy,"Houston, Texas",2023-12-22,115,114,-0.87,6852595,8854424,$136.43 B
63,HON,Honeywell,Industrials,"Charlotte, North Carolina",2023-12-22,204,205,0.49,2916602,3475966,$135.21 B
64,GE,General Electric,Industrials,"Boston, Massachusetts",2023-12-22,123,123,0.0,4103970,4792064,$134.57 B
65,AMAT,Applied Materials,Information Technology,"Santa Clara, California",2023-12-22,160,160,0.0,4501593,5826224,$134.15 B
66,AXP,American Express,Financials,"New York City, New York",2023-12-22,181,182,0.55,2692137,3850678,$133.19 B
67,LOW,Lowe's,Consumer Discretionary,"Mooresville, North Carolina",2023-12-22,226,224,-0.88,3077380,4102473,$128.86 B
68,UBER,Uber,Industrials,"San Francisco, California",2023-12-22,62,61,-1.61,27406347,65457687,$127.03 B
69,SCHW,Charles Schwab Corporation,Financials,"Westlake, Texas",2023-12-22,71,69,-2.82,11899973,12914014,$126.32 B
70,NEE,NextEra Energy,Utilities,"Juno Beach, Florida",2023-12-22,61,61,0.0,10446767,13189555,$125.15 B
71,GS,Goldman Sachs,Financials,"New York City, New York",2023-12-22,381,376,-1.31,2541974,2754256,$122.75 B
72,PLD,Prologis,Real Estate,"San Francisco, California",2023-12-22,134,132,-1.49,3802975,5072464,$122.59 B
73,BKNG,Booking Holdings,Consumer Discretionary,"Norwalk, Connecticut",2023-12-22,3483,3470,-0.37,183966,291263,$121.09 B
74,BLK,BlackRock,Financials,"New York City, New York",2023-12-22,812,796,-1.97,912321,920135,$118.48 B
75,T,AT&T,Communication Services,"Dallas, Texas",2023-12-22,16,16,0.0,34464809,46766292,$117.69 B
76,RTX,RTX Corporation,Industrials,"Waltham, Massachusetts",2023-12-22,80,80,0.0,6961591,7660382,$116.02 B
77,ISRG,Intuitive Surgical,Health Care,"Sunnyvale, California",2023-12-22,325,328,0.92,1854641,1657911,$115.63 B
78,LMT,Lockheed Martin,Industrials,"Bethesda, Maryland",2023-12-22,442,446,0.9,1191752,1337546,$110.88 B
79,SYK,Stryker Corporation,Health Care,"Kalamazoo, Michigan",2023-12-22,291,291,0.0,1318947,1548678,$110.74 B
80,MDT,Medtronic,Health Care,"Dublin, Ireland",2023-12-22,82,83,1.22,6363197,6544741,$110.44 B
81,ELV,Elevance Health,Health Care,"Indianapolis, Indiana",2023-12-22,469,469,0.0,828888,1196715,$110.28 B
82,SBUX,Starbucks,Consumer Discretionary,"Seattle, Washington",2023-12-22,97,96,-1.03,6046728,9756369,$109.76 B
83,DE,John Deere,Industrials,"Moline, Illinois",2023-12-22,386,382,-1.04,1396062,2411271,$107.27 B
84,BMY,Bristol Myers Squibb,Health Care,"New York City, New York",2023-12-22,51,51,0.0,14222551,17096545,$104.46 B
85,VRTX,Vertex Pharmaceuticals,Health Care,"Cambridge, Massachusetts",2023-12-22,411,404,-1.7,1852504,2051450,$104.27 B
86,TJX,TJX Companies,Consumer Discretionary,"Framingham, Massachusetts",2023-12-22,89,89,0.0,4332807,5428142,$102.37 B
87,LRCX,Lam Research,Information Technology,"Fremont, California",2023-12-22,775,769,-0.77,883965,1100847,$101.47 B
88,GILD,Gilead Sciences,Health Care,"Foster City, California",2023-12-22,80,79,-1.25,4850723,8283385,$99.06 B
89,AMT,American Tower,Real Estate,"Boston, Massachusetts",2023-12-22,212,210,-0.94,1783498,2314433,$98.22 B
90,ADI,Analog Devices,Information Technology,"Wilmington, Massachusetts",2023-12-22,200,196,-2.0,2601564,3538788,$97.56 B
91,PANW,Palo Alto Networks,Information Technology,"Santa Clara, California",2023-12-22,304,307,0.99,3322983,4706798,$96.98 B
92,MDLZ,Mondelez International,Consumer Staples,"Chicago, Illinois",2023-12-22,71,71,0.0,4898813,6587051,$96.71 B
93,ADP,Automated Data Processing,Industrials,"Roseland, New Jersey",2023-12-22,236,234,-0.85,1483151,2157287,$96.59 B
94,CVS,CVS Health,Health Care,"Woonsocket, Rhode Island",2023-12-22,75,74,-1.33,7664113,10094009,$96.36 B
95,C,Citigroup,Financials,"New York City, New York",2023-12-22,50,49,-2.0,17646917,23305859,$95.04 B
96,ETN,Eaton Corporation,Industrials,"Dublin, Ireland",2023-12-22,237,237,0.0,1459107,1773817,$94.69 B
97,ABNB,Airbnb,Consumer Discretionary,"San Francisco, California",2023-12-22,147,147,0.0,4120888,6071157,$94.54 B
98,MMC,Marsh McLennan,Financials,"New York City, New York",2023-12-22,188,189,0.53,1807430,1897594,$93.57 B
99,REGN,Regeneron,Health Care,"Tarrytown, New York",2023-12-22,853,850,-0.35,623218,629143,$92.70 B
100,PGR,Progressive Corporation,Financials,"Mayfield Village, Ohio",2023-12-22,154,156,1.3,2322726,2892760,$91.31 B
101,ZTS,Zoetis,Health Care,"Parsippany, New Jersey",2023-12-22,197,196,-0.51,1542993,2026499,$90.32 B
102,MU,Micron Technology,Information Technology,"Boise, Idaho",2023-12-22,81,81,0.0,12355844,13001920,$90.02 B
103,CB,Chubb Limited,Financials,"Zurich, Switzerland",2023-12-22,220,220,0.0,1438047,2506762,$89.88 B
104,CI,Cigna,Health Care,"Bloomfield, Connecticut",2023-12-22,291,292,0.34,1343643,3350861,$85.47 B
105,SNPS,Synopsys,Information Technology,"Sunnyvale, California",2023-12-22,557,559,0.36,632665,996630,$85.07 B
106,BSX,Boston Scientific,Health Care,"Marlborough, Massachusetts",2023-12-22,55,55,0.0,5495754,5998171,$81.32 B
107,FI,Fiserv,Financials,"Brookfield, Wisconsin",2023-12-22,133,134,0.75,3912242,3401428,$80.72 B
108,SHW,Sherwin-Williams,Materials,"Cleveland, Ohio",2023-12-22,308,308,0.0,1242852,1887329,$78.93 B
109,KLAC,KLA Corporation,Information Technology,"Milpitas, California",2023-12-22,591,576,-2.54,928223,931476,$78.40 B
110,SO,Southern Company,Utilities,"Atlanta, Georgia",2023-12-22,70,71,1.43,4297155,5007946,$77.89 B
111,ITW,Illinois Tool Works,Industrials,"Glenview, Illinois",2023-12-22,259,257,-0.77,639469,1050914,$77.53 B
112,CME,CME Group,Financials,"Chicago, Illinois",2023-12-22,208,211,1.44,1542015,2293984,$76.03 B
113,EQIX,Equinix,Real Estate,"Redwood City, California",2023-12-22,811,805,-0.74,489099,528599,$75.65 B
114,DUK,Duke Energy,Utilities,"Charlotte, North Carolina",2023-12-22,97,97,0.0,4277118,4379318,$74.89 B
115,SLB,Schlumberger,Energy,"Houston, Texas",2023-12-22,53,52,-1.89,9275572,11629181,$74.68 B
116,MO,Altria,Consumer Staples,"Richmond, Virginia",2023-12-22,42,42,0.0,9059004,10671892,$74.64 B
117,CDNS,Cadence Design Systems,Information Technology,"San Jose, California",2023-12-22,271,273,0.74,1205529,1763160,$74.41 B
118,ANET,Arista Networks,Information Technology,"Santa Clara, California",2023-12-22,236,238,0.85,1779408,1871150,$74.29 B
119,MCO,Moody's Corporation,Financials,"New York City, New York",2023-12-22,389,390,0.26,665285,932223,$71.55 B
120,WM,Waste Management,Industrials,"Houston, Texas",2023-12-22,175,177,1.14,1697501,1827500,$71.54 B
121,HCA,HCA Healthcare,Health Care,"Nashville, Tennessee",2023-12-22,271,267,-1.48,876957,1487638,$71.51 B
122,EOG,EOG Resources,Energy,"Houston, Texas",2023-12-22,122,121,-0.82,2846222,4233260,$70.92 B
123,FDX,FedEx,Industrials,"Memphis, Tennessee",2023-12-22,283,281,-0.71,2418858,1841563,$70.88 B
124,ICE,Intercontinental Exchange,Financials,"Atlanta, Georgia",2023-12-22,123,123,0.0,1998388,3492274,$70.72 B
125,NOC,Northrop Grumman,Industrials,"West Falls Church, Virginia",2023-12-22,462,465,0.65,756900,757983,$70.18 B
126,BDX,Becton Dickinson,Health Care,"Franklin Lakes, New Jersey",2023-12-22,238,237,-0.42,1656397,1920616,$69.04 B
127,GD,General Dynamics,Industrials,"Falls Church, Virginia",2023-12-22,252,252,0.0,704402,1156258,$69.01 B
128,USB,U.S. Bank,Financials,"Minneapolis, Minnesota",2023-12-22,45,44,-2.22,9664504,12879358,$68.59 B
129,CSX,CSX,Industrials,"Jacksonville, Florida",2023-12-22,34,34,0.0,10947463,14635713,$67.84 B
130,PYPL,PayPal,Financials,"San Jose, California",2023-12-22,61,61,0.0,13333607,18540900,$66.27 B
131,MAR,Marriott International,Consumer Discretionary,"Bethesda, Maryland",2023-12-22,221,222,0.45,1411722,1696026,$65.23 B
132,CL,Colgate-Palmolive,Consumer Staples,"New York City, New York",2023-12-22,77,78,1.3,4100738,4771161,$64.27 B
133,TGT,Target Corporation,Consumer Staples,"Minneapolis, Minnesota",2023-12-22,139,137,-1.44,2945375,4137306,$63.58 B
134,LULU,Lululemon Athletica,Consumer Discretionary,"Vancouver, Canada",2023-12-22,490,501,2.24,1226836,2618453,$63.30 B
135,CMG,Chipotle Mexican Grill,Consumer Discretionary,"Newport Beach, California",2023-12-22,2280,2297,0.75,182105,187083,$63.04 B
136,AON,Aon,Financials,"London, UK",2023-12-22,312,314,0.64,872036,1215661,$62.88 B
137,PNC,PNC Financial Services,Financials,"Pittsburgh, Pennsylvania",2023-12-22,152,151,-0.66,2647882,2767915,$60.31 B
138,APD,Air Products and Chemicals,Materials,"Allentown, Pennsylvania",2023-12-22,273,271,-0.73,1287614,1574701,$60.27 B
139,MCK,McKesson,Health Care,"Irving, Texas",2023-12-22,443,447,0.9,790612,1136151,$59.55 B
140,FCX,Freeport-McMoRan,Materials,"Phoenix, Arizona",2023-12-22,41,41,0.0,12191390,15766199,$59.30 B
141,NXPI,NXP Semiconductors,Information Technology,"Eindhoven, Netherlands",2023-12-22,233,229,-1.72,2531784,2436407,$59.11 B
142,APH,Amphenol,Information Technology,"Wallingford, Connecticut",2023-12-22,98,98,0.0,2467898,3703599,$58.97 B
143,MMM,3M,Industrials,"Saint Paul, Minnesota",2023-12-22,107,105,-1.87,3000625,4521777,$58.47 B
144,PH,Parker Hannifin,Industrials,"Cleveland, Ohio",2023-12-22,455,453,-0.44,507348,669170,$58.26 B
145,ROP,Roper Technologies,Information Technology,"Sarasota, Florida",2023-12-22,544,542,-0.37,645645,1182378,$58.00 B
146,PSX,Phillips 66,Energy,"Houston, Texas",2023-12-22,131,131,0.0,2961256,4185546,$57.77 B
147,MPC,Marathon Petroleum,Energy,"Findlay, Ohio",2023-12-22,150,151,0.67,2885075,3984706,$57.64 B
148,MNST,Monster Beverage,Consumer Staples,"Corona, California",2023-12-22,55,55,0.0,4181903,5551825,$57.54 B
149,CTAS,Cintas,Industrials,"Mason, Ohio",2023-12-22,565,560,-0.88,348969,443239,$57.11 B
150,ORLY,O'Reilly Auto Parts,Consumer Discretionary,"Springfield, Missouri",2023-12-22,952,960,0.84,358396,448499,$56.80 B
151,CHTR,Charter Communications,Communication Services,"Stamford, Connecticut",2023-12-22,381,383,0.52,908902,1369441,$56.79 B
152,HUM,Humana,Health Care,"Louisville, Kentucky",2023-12-22,461,460,-0.22,1578160,1761946,$56.63 B
153,ECL,Ecolab,Materials,"Saint Paul, Minnesota",2023-12-22,196,196,0.0,712412,1305009,$56.10 B
154,EMR,Emerson Electric,Industrials,"Ferguson, Missouri",2023-12-22,95,96,1.05,1830275,3398864,$54.89 B
155,TDG,TransDigm Group,Industrials,"Cleveland, Ohio",2023-12-22,991,989,-0.2,131791,207449,$54.75 B
156,TT,Trane Technologies,Industrials,"Dublin, Ireland",2023-12-22,239,240,0.42,730164,1335122,$54.64 B
157,SPG,Simon Property Group,Real Estate,"Indianapolis, Indiana",2023-12-22,145,143,-1.38,1408493,1962749,$53.88 B
158,PXD,Pioneer Natural Resources,Energy,"Irving, Texas",2023-12-22,230,228,-0.87,1755861,2726271,$53.38 B
159,NSC,Norfolk Southern Railway,Industrials,"Atlanta, Georgia",2023-12-22,233,232,-0.43,805943,1290203,$52.51 B
160,MSI,Motorola Solutions,Information Technology,"Chicago, Illinois",2023-12-22,311,314,0.96,830500,841558,$52.27 B
161,OXY,Occidental Petroleum,Energy,"Houston, Texas",2023-12-22,59,58,-1.69,9097181,13605790,$51.75 B
162,RSG,Republic Services,Industrials,"Phoenix, Arizona",2023-12-22,162,163,0.62,1063291,1294482,$51.47 B
163,ADSK,Autodesk,Information Technology,"San Francisco, California",2023-12-22,240,239,-0.42,1752192,1843366,$51.16 B
164,EL,Estée Lauder Companies (The),Consumer Staples,"New York City, New York",2023-12-22,144,142,-1.39,2203433,3299319,$51.13 B
165,PSA,Public Storage,Real Estate,"Glendale, California",2023-12-22,290,289,-0.34,670846,1196412,$50.96 B
166,PCAR,Paccar,Industrials,"Bellevue, Washington",2023-12-22,96,95,-1.04,2015936,2882286,$50.08 B
167,WELL,Welltower,Real Estate,"Toledo, Ohio",2023-12-22,92,90,-2.17,2829132,3337336,$49.89 B
168,DHI,DR Horton,Consumer Discretionary,"Arlington, Texas",2023-12-22,150,148,-1.33,3911951,3733937,$49.51 B
169,COF,Capital One,Financials,"Tysons Corner, Virginia",2023-12-22,130,129,-0.77,2573649,3700804,$49.50 B
170,MCHP,Microchip Technology,Information Technology,"Chandler, Arizona",2023-12-22,92,91,-1.09,3971434,5242727,$49.40 B
171,AJG,Arthur J. Gallagher & Co.,Financials,"Rolling Meadows, Illinois",2023-12-22,224,227,1.34,1459939,1237444,$49.13 B
172,CCI,Crown Castle,Real Estate,"Houston, Texas",2023-12-22,112,112,0.0,4543157,4926671,$48.76 B
173,GM,General Motors,Consumer Discretionary,"Detroit, Michigan",2023-12-22,35,35,0.0,17829849,25942337,$48.53 B
174,TFC,Truist,Financials,"Charlotte, North Carolina",2023-12-22,36,36,0.0,8872883,11531473,$48.47 B
175,MET,MetLife,Financials,"New York City, New York",2023-12-22,66,65,-1.52,5783169,4333430,$48.28 B
176,F,Ford Motor Company,Consumer Discretionary,"Dearborn, Michigan",2023-12-22,11,11,0.0,42217599,56686408,$47.76 B
177,CARR,Carrier Global,Industrials,"Palm Beach Gardens, Florida",2023-12-22,57,56,-1.75,3537029,4904160,$47.62 B
178,AFL,Aflac,Financials,"Columbus, Georgia",2023-12-22,80,81,1.25,2175116,2689143,$47.50 B
179,NEM,Newmont,Materials,"Denver, Colorado",2023-12-22,41,41,0.0,12933209,15314909,$47.36 B
180,DXCM,Dexcom,Health Care,"San Diego, California",2023-12-22,121,123,1.65,2206991,3024757,$47.08 B
181,SRE,Sempra Energy,Utilities,"San Diego, California",2023-12-22,75,74,-1.33,2552624,4061543,$47.07 B
182,CPRT,Copart,Industrials,"Dallas, Texas",2023-12-22,49,48,-2.04,4103840,5516603,$46.79 B
183,AIG,American International Group,Financials,"New York City, New York",2023-12-22,66,66,0.0,2561831,4167819,$46.66 B
184,PAYX,Paychex,Industrials,"Penfield, New York",2023-12-22,127,127,0.0,1686028,2154419,$46.14 B
185,HLT,Hilton Worldwide,Consumer Discretionary,"Tysons Corner, Virginia",2023-12-22,177,178,0.56,1380614,1917692,$45.77 B
186,AZO,AutoZone,Consumer Discretionary,"Memphis, Tennessee",2023-12-22,2638,2637,-0.04,101075,177572,$45.69 B
187,ROST,Ross Stores,Consumer Discretionary,"Dublin, California",2023-12-22,135,135,0.0,1645665,2435705,$45.46 B
188,EW,Edwards Lifesciences,Health Care,"Irvine, California",2023-12-22,76,74,-2.63,4870993,6173832,$45.41 B
189,KDP,Keurig Dr Pepper,Consumer Staples,"Burlington, Massachusetts",2023-12-22,32,32,0.0,6357201,8046841,$45.31 B
190,KHC,Kraft Heinz,Consumer Staples,"Chicago, Illinois; Pittsburgh, Pennsylvania",2023-12-22,36,36,0.0,6438759,9024271,$45.03 B
191,VLO,Valero Energy,Energy,"San Antonio, Texas",2023-12-22,130,131,0.77,3484119,3885451,$44.91 B
192,IDXX,Idexx Laboratories,Health Care,"Westbrook, Maine",2023-12-22,541,539,-0.37,386969,677472,$44.85 B
193,HES,Hess Corporation,Energy,"New York City, New York",2023-12-22,147,145,-1.36,2822251,4944787,$44.76 B
194,PCG,PG&E Corporation,Utilities,"San Francisco, California",2023-12-22,17,17,0.0,29643685,24399365,$44.05 B
195,STZ,Constellation Brands,Consumer Staples,"Victor, New York",2023-12-22,237,238,0.42,1223172,1189014,$43.88 B
196,TEL,TE Connectivity,Information Technology,"Schaffhausen, Switzerland",2023-12-22,141,140,-0.71,1217651,1539745,$43.81 B
197,FTNT,Fortinet,Information Technology,"Sunnyvale, California",2023-12-22,57,56,-1.75,11556125,7271743,$43.09 B
198,AEP,American Electric Power,Utilities,"Columbus, Ohio",2023-12-22,82,81,-1.22,3131044,4124403,$42.98 B
199,ODFL,Old Dominion,Industrials,"Thomasville, North Carolina",2023-12-22,397,393,-1.01,520185,959523,$42.89 B
200,NUE,Nucor,Materials,"Charlotte, North Carolina",2023-12-22,175,174,-0.57,1940343,1741211,$42.83 B
201,WMB,Williams Companies,Energy,"Tulsa, Oklahoma",2023-12-22,35,34,-2.86,5931157,8390854,$42.21 B
202,MSCI,MSCI,Financials,"New York City, New York",2023-12-22,531,532,0.19,553674,413022,$42.14 B
203,TRV,Travelers Companies (The),Financials,"New York City, New York",2023-12-22,183,183,0.0,1402383,1553006,$41.89 B
204,LEN,Lennar,Consumer Discretionary,"Miami, Florida",2023-12-22,149,147,-1.34,2643737,2852878,$41.41 B
205,GWW,W. W. Grainger,Industrials,"Lake Forest, Illinois",2023-12-22,828,833,0.6,194946,246445,$41.35 B
206,IQV,IQVIA,Health Care,"Durham, North Carolina",2023-12-22,227,225,-0.88,893229,1162085,$41.24 B
207,DLR,Digital Realty,Real Estate,"Austin, Texas",2023-12-22,132,132,0.0,1584979,2624056,$40.93 B
208,O,Realty Income,Real Estate,"San Diego, California",2023-12-22,57,56,-1.75,8487846,8825070,$40.91 B
209,KMB,Kimberly-Clark,Consumer Staples,"Irving, Texas",2023-12-22,119,120,0.84,1442467,2134655,$40.75 B
210,D,Dominion Energy,Utilities,"Richmond, Virginia",2023-12-22,48,48,0.0,7358019,6701951,$40.32 B
211,KVUE,Kenvue,Consumer Staples,"Skillman, New Jersey",2023-12-22,21,21,0.0,15619204,25826617,$40.23 B
212,COR,Cencora,Health Care,"Conshohocken, Pennsylvania",2023-12-22,201,200,-0.5,1029754,1534012,$40.18 B
213,A,Agilent Technologies,Health Care,"Santa Clara, California",2023-12-22,137,137,0.0,1476207,2045217,$40.18 B
214,CNC,Centene Corporation,Health Care,"St. Louis, Missouri",2023-12-22,74,74,0.0,3478606,3821108,$39.95 B
215,LHX,L3Harris,Industrials,"Melbourne, Florida",2023-12-22,208,209,0.48,1963838,1847453,$39.77 B
216,OKE,ONEOK,Energy,"Tulsa, Oklahoma",2023-12-22,68,68,0.0,4741475,5918672,$39.76 B
217,BK,Bank of New York Mellon,Financials,"New York City, New York",2023-12-22,52,51,-1.92,4743783,4765381,$39.55 B
218,KMI,Kinder Morgan,Energy,"Houston, Texas",2023-12-22,17,17,0.0,13152201,16353241,$39.05 B
219,ADM,Archer-Daniels-Midland,Consumer Staples,"Chicago, Illinois",2023-12-22,75,72,-4.0,6455080,4228006,$38.58 B
220,GIS,General Mills,Consumer Staples,"Golden Valley, Minnesota",2023-12-22,65,66,1.54,5421088,4532065,$38.56 B
221,URI,United Rentals,Industrials,"Stamford, Connecticut",2023-12-22,577,568,-1.56,845741,848261,$38.52 B
222,CEG,Constellation Energy,Utilities,"Baltimore, Maryland",2023-12-22,119,119,0.0,1986857,2523346,$38.12 B
223,AMP,Ameriprise Financial,Financials,"Minneapolis, Minnesota",2023-12-22,377,376,-0.27,373680,624881,$38.06 B
224,CTSH,Cognizant,Information Technology,"Teaneck, New Jersey",2023-12-22,76,75,-1.32,5468587,3984148,$38.06 B
225,DOW,Dow Inc.,Materials,"Midland, Michigan",2023-12-22,54,54,0.0,3173436,4924403,$38.05 B
226,AME,Ametek,Industrials,"Berwyn, Pennsylvania",2023-12-22,163,163,0.0,532345,1149770,$37.68 B
227,HSY,Hershey's,Consumer Staples,"Hershey, Pennsylvania",2023-12-22,182,182,0.0,1729413,1522992,$37.27 B
228,PRU,Prudential Financial,Financials,"Newark, New Jersey",2023-12-22,104,103,-0.96,2926731,2428885,$37.24 B
229,EA,Electronic Arts,Communication Services,"Redwood City, California",2023-12-22,139,138,-0.72,1811479,2160014,$37.14 B
230,FAST,Fastenal,Industrials,"Winona, Minnesota",2023-12-22,64,64,0.0,2633649,3965937,$36.94 B
231,SYY,Sysco,Consumer Staples,"Houston, Texas",2023-12-22,73,72,-1.37,2726739,3656319,$36.75 B
232,OTIS,Otis Worldwide,Industrials,"Farmington, Connecticut",2023-12-22,90,89,-1.11,2830539,2466178,$36.62 B
233,YUM,Yum! Brands,Consumer Discretionary,"Louisville, Kentucky",2023-12-22,129,130,0.78,1801230,1940285,$36.57 B
234,JCI,Johnson Controls,Industrials,"Cork, Ireland",2023-12-22,53,53,0.0,9189013,8999976,$36.41 B
235,ALL,Allstate,Financials,"Northbrook, Illinois",2023-12-22,139,138,-0.72,1286045,1669487,$36.31 B
236,BIIB,Biogen,Health Care,"Cambridge, Massachusetts",2023-12-22,249,250,0.4,1619395,1447216,$36.27 B
237,ON,ON Semiconductor,Information Technology,"Phoenix, Arizona",2023-12-22,85,83,-2.35,5978815,7090009,$36.08 B
238,CSGP,CoStar Group,Real Estate,"Washington, D.C.",2023-12-22,88,88,0.0,1273486,2340015,$36.04 B
239,LVS,Las Vegas Sands,Consumer Discretionary,"Las Vegas, Nevada",2023-12-22,47,47,0.0,3754570,6038855,$35.96 B
240,FIS,Fidelity National Information Services,Financials,"Jacksonville, Florida",2023-12-22,59,60,1.69,5336535,8090961,$35.57 B
241,IT,Gartner,Information Technology,"Stamford, Connecticut",2023-12-22,445,449,0.9,977794,608241,$35.43 B
242,PPG,PPG Industries,Materials,"Pittsburgh, Pennsylvania",2023-12-22,148,148,0.0,2257532,2100419,$35.08 B
243,ROK,Rockwell Automation,Industrials,"Milwaukee, Wisconsin",2023-12-22,304,305,0.33,493962,935813,$35.01 B
244,BKR,Baker Hughes,Energy,"Houston, Texas",2023-12-22,34,34,0.0,5472433,7955877,$34.52 B
245,VRSK,Verisk,Industrials,"Jersey City, New Jersey",2023-12-22,235,237,0.85,770615,1099609,$34.41 B
246,XEL,Xcel Energy,Utilities,"Minneapolis, Minnesota",2023-12-22,61,62,1.64,5973002,5054300,$34.41 B
247,CMI,Cummins,Industrials,"Columbus, Indiana",2023-12-22,242,242,0.0,671216,908876,$34.35 B
248,EXC,Exelon,Utilities,"Chicago, Illinois",2023-12-22,35,34,-2.86,22926672,12937206,$34.29 B
249,GEHC,GE HealthCare,Health Care,"Chicago, Illinois",2023-12-22,75,75,0.0,1854369,2557205,$34.17 B
250,CTVA,Corteva,Materials,"Indianapolis, Indiana",2023-12-22,46,47,2.17,6188639,6332786,$33.25 B
251,GPN,Global Payments,Financials,"Atlanta, Georgia",2023-12-22,128,127,-0.78,1630758,2795229,$33.17 B
252,EXR,Extra Space Storage,Real Estate,"Salt Lake City, Utah",2023-12-22,152,151,-0.66,1368310,1482992,$33.13 B
253,KR,Kroger,Consumer Staples,"Cincinnati, Ohio",2023-12-22,44,45,2.27,7174080,6095798,$32.76 B
254,MRNA,Moderna,Health Care,"Cambridge, Massachusetts",2023-12-22,85,85,0.0,5809438,6497203,$32.57 B
255,HAL,Halliburton,Energy,"Houston, Texas",2023-12-22,36,36,0.0,6682776,8374389,$32.41 B
256,VICI,Vici Properties,Real Estate,"New York City, New York",2023-12-22,31,31,0.0,6165563,7966780,$32.31 B
257,NDAQ,"Nasdaq, Inc.",Financials,"New York City, New York",2023-12-22,55,55,0.0,2549869,3198405,$31.95 B
258,DD,DuPont,Materials,"Wilmington, Delaware",2023-12-22,73,73,0.0,3753817,3848926,$31.65 B
259,PWR,Quanta Services,Industrials,"Houston, Texas",2023-12-22,215,215,0.0,893313,1168634,$31.24 B
260,ED,Consolidated Edison,Utilities,"New York City, New York",2023-12-22,90,90,0.0,1964455,2127712,$31.07 B
261,RCL,Royal Caribbean Group,Consumer Discretionary,"Miami, Florida",2023-12-22,122,121,-0.82,2074750,2965162,$31.03 B
262,LYB,LyondellBasell,Materials,"Rotterdam, Netherlands",2023-12-22,95,95,0.0,1574786,2097765,$30.98 B
263,PEG,Public Service Enterprise Group,Utilities,"Newark, New Jersey",2023-12-22,61,61,0.0,2947565,3422663,$30.75 B
264,EFX,Equifax,Industrials,"Atlanta, Georgia",2023-12-22,251,249,-0.8,1061086,1169440,$30.71 B
265,MPWR,Monolithic Power Systems,Information Technology,"Kirkland, Washington",2023-12-22,634,634,0.0,320644,434470,$30.39 B
266,MLM,Martin Marietta Materials,Materials,"Raleigh, North Carolina",2023-12-22,489,490,0.2,299669,377005,$30.31 B
267,IR,Ingersoll Rand,Industrials,"Davidson, North Carolina",2023-12-22,75,74,-1.33,1685823,2393960,$30.29 B
268,CDW,CDW,Information Technology,"Lincolnshire, Illinois",2023-12-22,225,223,-0.89,811723,1579243,$29.97 B
269,HPQ,HP Inc.,Information Technology,"Palo Alto, California",2023-12-22,30,30,0.0,13450576,12020723,$29.91 B
270,VMC,Vulcan Materials Company,Materials,"Birmingham, Alabama",2023-12-22,224,222,-0.89,539241,720753,$29.59 B
271,WBD,Warner Bros. Discovery,Communication Services,"New York City, New York",2023-12-22,12,11,-8.33,17836673,24277714,$29.19 B
272,DVN,Devon Energy,Energy,"Oklahoma City, Oklahoma",2023-12-22,45,45,0.0,11251423,11059168,$28.99 B
273,DLTR,Dollar Tree,Consumer Staples,"Chesapeake, Virginia",2023-12-22,131,130,-0.76,1585112,2254234,$28.41 B
274,FICO,Fair Isaac,Information Technology,"Bozeman, Montana",2023-12-22,1135,1148,1.15,272881,230923,$28.39 B
275,BF-B,Brown–Forman,Consumer Staples,"Louisville, Kentucky",2023-12-22,57,58,1.75,1798222,2210785,$28.10 B
276,CBRE,CBRE Group,Real Estate,"Dallas, Texas",2023-12-22,91,91,0.0,2055049,2024129,$27.88 B
277,ACGL,Arch Capital Group,Financials,"Hamilton, Bermuda",2023-12-22,74,74,0.0,1838011,2090059,$27.86 B
278,FANG,Diamondback Energy,Energy,"Midland, Texas",2023-12-22,156,155,-0.64,1688484,2184840,$27.86 B
279,KEYS,Keysight,Information Technology,"Santa Rosa, California",2023-12-22,158,158,0.0,1669990,2122865,$27.72 B
280,DG,Dollar General,Consumer Staples,"Goodlettsville, Tennessee",2023-12-22,130,126,-3.08,3261800,4368708,$27.67 B
